tourn_round_id,course_difficulty
20_2021_897_1,70.46751741995635
20_2021_897_2,71.35506939960005
20_2021_897_3,71.50849907550601
20_2021_897_4,71.26631592492537
20_2022_897_1,70.29905946123787
20_2022_897_2,69.7820107125848
20_2022_897_3,71.23370385766802
20_2022_897_4,70.72386533984947
20_2024_897_1,69.59172537560016
20_2024_897_2,70.51475010656745
20_2024_897_3,68.78892864384679
20_2024_897_4,68.31176634800723
20_2025_897_1,69.41260390132723
20_2025_897_2,67.13506000925787
20_2025_897_3,67.58955218365168
20_2025_897_4,67.84852592156925
21_2017_21_1,73.0777947576465
21_2017_21_2,73.23170192028675
21_2017_21_3,72.78895057549084
21_2017_21_4,71.42763299682737
21_2018_21_1,70.72797167691382
21_2018_21_2,72.44436145548099
21_2018_21_3,69.57647447956295
21_2018_21_4,69.92811791493378
21_2019_21_1,71.7890605719495
21_2019_21_2,71.16237861421102
21_2019_21_3,71.4516746830066
21_2019_21_4,71.30932475665816
21_2020_21_1,70.05383002082738
21_2020_21_2,70.62822423458155
21_2020_21_3,69.69598712066426
21_2020_21_4,70.49851327674041
21_2021_21_1,71.17996791448219
21_2021_21_2,69.67813897419555
21_2021_21_3,70.22909323834958
21_2021_21_4,71.15759258210625
21_2022_21_1,70.84456574357269
21_2022_21_2,69.87853709637595
21_2022_21_3,70.89142425330115
21_2022_21_4,72.55338944987243
21_2023_21_1,70.06441803019695
21_2023_21_2,70.12643034649213
21_2023_21_3,71.024478542259
21_2023_21_4,71.49189956450256
21_2024_21_1,70.45519679660404
21_2024_21_2,70.10285263735668
21_2024_21_3,69.20703754920744
21_2024_21_4,71.9634158851002
21_2025_21_1,69.56466683604324
21_2025_21_2,68.98438791700526
21_2025_21_3,69.58343989041768
21_2025_21_4,70.71081437347385
23_2017_23_1,75.06130766090226
23_2017_23_2,74.03595424616913
23_2017_23_3,73.52976767500988
23_2017_23_4,75.92683867230684
23_2018_23_1,73.69673046395027
23_2018_23_2,71.58071190145071
23_2018_23_3,72.54157310802611
23_2018_23_4,72.72042883240384
23_2019_23_1,73.36982768176935
23_2019_23_2,72.57827221363509
23_2019_23_3,72.77548526378388
23_2019_23_4,73.09712451691844
23_2020_23_1,74.72823420196863
23_2020_23_2,73.94038951428695
23_2020_23_3,74.5982654316847
23_2020_23_4,76.84968211645959
23_2021_23_1,73.53973157141343
23_2021_23_2,73.02090807151676
23_2021_23_3,74.06756370844101
23_2021_23_4,73.72907100889995
23_2022_23_1,72.91171048379628
23_2022_23_2,73.42735855794878
23_2022_23_3,72.7707623381862
23_2022_23_4,74.72396207600315
23_2023_23_1,74.01293627144332
23_2023_23_2,72.95625424253967
23_2023_23_3,72.59457059398872
23_2023_23_4,75.31561474343891
23_2024_23_1,73.22929627023213
23_2024_23_2,73.4654108197646
23_2024_23_3,73.5814051818832
23_2024_23_4,75.33642658550629
23_2025_23_1,74.00252225061212
23_2025_23_2,73.03025550903513
23_2025_23_3,73.98869624412394
23_2025_23_4,72.87991429215828
25_2017_513_1,71.9517936820584
25_2017_513_2,70.76614259799521
25_2017_513_3,71.92186535113669
25_2017_513_4,72.00275847391747
25_2018_513_1,71.0478618910254
25_2018_513_2,70.77722569614612
25_2018_513_3,70.25843048578218
25_2018_513_4,71.7512392270433
26_2017_236_1,74.71350756028072
26_2017_236_2,74.49567288243219
26_2017_236_3,73.89852378171555
26_2017_236_4,75.73483669900999
26_2018_618_1,77.14893738482525
26_2018_618_2,74.29948874060238
26_2018_618_3,76.85425192520688
26_2018_618_4,73.64140516803673
26_2019_666_1,73.14416038050302
26_2019_666_2,73.11676616958908
26_2019_666_3,73.57815814976624
26_2019_666_4,72.3087315779527
26_2020_891_1,73.02629292185561
26_2020_891_2,75.64838445133157
26_2020_891_3,74.61857968602573
26_2020_891_4,75.94770834256678
26_2022_654_1,72.42820414091156
26_2022_654_2,71.65596725846623
26_2022_654_3,73.8918449472687
26_2022_654_4,72.42289612030065
26_2023_43_1,70.90605309413357
26_2023_43_2,71.7973546644973
26_2023_43_3,72.16749547251021
26_2023_43_4,71.91241148896421
26_2024_528_1,72.64054723955755
26_2024_528_2,72.27017142006845
26_2024_528_3,73.29197740935211
26_2024_528_4,71.87156665442433
26_2025_608_1,73.61701961688046
26_2025_608_2,73.7800044583
26_2025_608_3,72.62613267432289
26_2025_608_4,73.14938763460991
27_2017_238_1,72.75435347745076
27_2017_238_2,73.08879281512722
27_2017_238_3,72.38708452980438
27_2017_238_4,73.71878775331089
27_2018_873_1,71.93712170408395
27_2018_873_2,71.97201174245336
27_2018_873_3,71.34478899108987
27_2018_873_4,72.13856046215781
27_2019_886_1,70.48130329756225
27_2019_886_2,71.26339252038161
27_2019_886_3,72.38463678033781
27_2019_886_4,71.80487587969259
27_2020_700_1,70.23059891479964
27_2020_700_2,70.43135446335768
27_2020_700_3,70.34097365619743
27_2020_700_4,70.35190588010272
27_2021_886_1,71.97601292826184
27_2021_886_2,69.70857741732732
27_2021_886_3,69.11498910933975
27_2021_886_4,71.01890735288754
27_2022_513_1,68.94776282888043
27_2022_513_2,69.81484492823319
27_2022_513_3,69.83420264115043
27_2022_513_4,70.2226672051668
27_2023_513_1,69.06777194714573
27_2023_513_2,69.07934450506066
27_2023_513_3,69.17661891728966
27_2023_513_4,69.13102376404001
27_2024_513_1,69.26548455964866
27_2024_513_2,68.96246437978176
27_2024_513_3,69.9594318369685
27_2024_513_4,68.98495806275902
27_2025_513_1,69.18169038342887
27_2025_513_2,68.86061346248147
27_2025_513_3,69.40903871167482
27_2025_513_4,69.40667597965057
28_2017_789_1,71.17001429423198
28_2017_789_2,71.37743161801862
28_2017_789_3,71.71533052859743
28_2017_789_4,71.40110201993818
28_2018_773_1,69.89758655409892
28_2018_773_2,69.09434867695236
28_2018_773_3,68.91431700858979
28_2018_773_4,70.65276825868246
28_2019_348_1,70.66831295780423
28_2019_348_2,71.73666000712456
28_2019_348_3,71.05136741498862
28_2019_348_4,71.80084114217301
28_2020_896_1,73.95039671828705
28_2020_896_2,73.84586866601845
28_2020_896_3,72.50942996677924
28_2020_896_4,71.43383434907057
28_2021_882_1,70.19622943184919
28_2021_882_2,70.88873647903904
28_2021_882_3,70.20440722183054
28_2021_882_4,69.41860376321554
28_2022_901_1,70.99074784941982
28_2022_901_2,70.72331440256406
28_2022_901_3,70.59565005532562
28_2022_901_4,71.62285583653306
28_2023_896_1,70.4106395380928
28_2023_896_2,70.00849424905769
28_2023_896_3,70.39393729369402
28_2023_896_4,69.37120083510733
28_2024_406_1,72.46875962725437
28_2024_406_2,70.5388304938416
28_2024_406_3,72.20843205390258
28_2024_406_4,72.2884054066285
28_2025_882_1,71.0317995038236
28_2025_882_2,69.82555862047268
28_2025_882_3,71.06829217658449
28_2025_882_4,71.04620936292508
2_2017_202_1,71.66897734492602
2_2017_202_2,70.79542989163836
2_2017_202_3,70.16524885518069
2_2017_233_1,71.51932411837788
2_2017_233_2,71.8615291390618
2_2017_233_3,72.59441397543188
2_2017_704_1,72.49621768476061
2_2017_704_2,72.34246287815088
2_2017_704_3,74.07338483862571
2_2017_704_4,72.89224797315481
2_2018_202_1,69.24879795930408
2_2018_202_2,68.94292089819731
2_2018_202_3,69.94011296241857
2_2018_233_1,69.02164109594486
2_2018_233_2,69.68403298733266
2_2018_233_3,71.1819877196564
2_2018_704_1,71.27229873286919
2_2018_704_2,70.90319378363586
2_2018_704_3,72.86926891870758
2_2018_704_4,72.1623208959322
2_2019_202_1,69.87239860905828
2_2019_202_2,68.58945725985842
2_2019_202_3,68.60504716965247
2_2019_233_1,70.02464996512632
2_2019_233_2,68.9965934214219
2_2019_233_3,69.05250412663817
2_2019_704_1,71.06843348934413
2_2019_704_2,70.57447206358725
2_2019_704_3,70.48309086563324
2_2019_704_4,70.53123856869475
2_2020_202_1,69.85135566919055
2_2020_202_2,69.27947295708105
2_2020_202_3,68.94287111326591
2_2020_233_1,69.8729456348365
2_2020_233_2,69.19370560266678
2_2020_233_3,69.18332556332948
2_2020_704_1,70.70464608367948
2_2020_704_2,70.59550337935526
2_2020_704_3,70.26824797254861
2_2020_704_4,70.89717218670233
2_2021_233_1,70.42773054670312
2_2021_233_2,71.44752714226823
2_2021_704_1,71.0007812874029
2_2021_704_2,71.03711197968633
2_2021_704_3,70.80592260275364
2_2021_704_4,70.9124106824172
2_2022_202_1,69.24529657417543
2_2022_202_2,69.28151783741127
2_2022_202_3,70.66781919184477
2_2022_233_1,69.45490613077595
2_2022_233_2,69.03008347734703
2_2022_233_3,71.72676739559641
2_2022_704_1,70.74001119006887
2_2022_704_2,69.58058558933055
2_2022_704_3,70.39184535781354
2_2022_704_4,71.08347105216085
2_2023_202_1,69.10253623831287
2_2023_202_2,68.88022925272584
2_2023_202_3,69.26625804733706
2_2023_233_1,68.35683260649924
2_2023_233_2,69.09753039500467
2_2023_233_3,67.21954895526994
2_2023_704_1,68.94472848732786
2_2023_704_2,69.77324558197039
2_2023_704_3,68.41938224485882
2_2023_704_4,68.34388574134188
2_2024_202_1,67.24788110934088
2_2024_202_2,67.30747843298948
2_2024_202_3,67.2760978524897
2_2024_233_1,67.87945182227037
2_2024_233_2,67.4733334902461
2_2024_233_3,67.027702479001
2_2024_704_1,69.10134685570672
2_2024_704_2,68.2160452187025
2_2024_704_3,68.04472750159522
2_2024_704_4,69.0729548976245
2_2025_202_1,67.56687777803106
2_2025_202_2,67.73237395319416
2_2025_202_3,67.92211254227209
2_2025_233_1,67.33310788235829
2_2025_233_2,66.88913038491664
2_2025_233_3,67.99349014235206
2_2025_704_1,71.22575404716443
2_2025_704_2,70.98335231406037
2_2025_704_3,70.3461412990041
2_2025_704_4,70.0187430494814
2_2026_202_1,66.75560419784111
2_2026_202_2,66.89551105503348
2_2026_202_3,67.61560184574938
2_2026_233_1,65.94241196090097
2_2026_233_2,66.79548309518509
2_2026_233_3,67.73621858503596
2_2026_704_1,69.65444601368839
2_2026_704_2,69.4038348159061
2_2026_704_3,70.72757796895101
2_2026_704_4,68.96573821687548
30_2017_669_1,71.36906882722462
30_2017_669_2,70.42338762616441
30_2017_669_3,69.2700509062629
30_2017_669_4,70.540772555516
30_2018_669_1,69.66437554703361
30_2018_669_2,69.88981083298336
30_2018_669_3,69.40328827175921
30_2018_669_4,68.6843283924146
30_2019_669_1,69.53897432898576
30_2019_669_2,69.86757410860083
30_2019_669_3,69.6117943303946
30_2019_669_4,69.14019663946817
30_2021_669_1,69.32601751560979
30_2021_669_2,68.36208177748168
30_2021_669_3,69.41955001338576
30_2021_669_4,69.814876838079
30_2022_669_1,70.3818699995474
30_2022_669_2,68.15364508312956
30_2022_669_3,68.2518237529995
30_2022_669_4,69.25745415473534
30_2023_669_1,69.20234182350342
30_2023_669_2,68.32693420158668
30_2023_669_3,68.06869537137177
30_2023_669_4,68.41108458819264
30_2024_669_1,66.99159144962091
30_2024_669_2,68.76170236153959
30_2024_669_3,68.14863419205125
30_2024_669_4,67.3645748636352
30_2025_669_1,68.43606402119943
30_2025_669_2,68.42560406892187
30_2025_669_3,69.13065140467334
30_2025_669_4,67.5907604023657
32_2017_32_1,70.94295868078491
32_2017_32_2,71.6520585297717
32_2017_32_3,70.9025862562024
32_2017_32_4,71.69906320388633
32_2018_32_1,70.73538887934654
32_2018_32_2,71.16955267150453
32_2018_32_3,71.20925874725906
32_2018_32_4,70.72474950223125
32_2019_874_1,69.32827237250673
32_2019_874_2,69.49539297463677
32_2019_874_3,71.03196276345214
32_2019_874_4,70.21851695472449
32_2022_772_1,70.53366195048068
32_2022_772_2,70.51340886911018
32_2022_772_3,69.27899992407293
32_2022_772_4,68.46918889850457
32_2023_908_1,71.32709073274566
32_2023_908_2,70.8642252101528
32_2023_908_3,70.91999673741574
32_2023_908_4,69.69938314436973
32_2024_874_1,69.78673523445343
32_2024_874_2,69.76128121689013
32_2024_874_3,68.53026750668616
32_2024_874_4,68.62244460386523
32_2025_935_1,67.60292900536967
32_2025_935_2,68.28324312907444
32_2025_935_3,67.1203356182173
32_2025_935_4,67.22745709115352
33_2017_241_1,75.762983445776
33_2017_241_2,74.66888905564875
33_2017_241_3,74.23086284824419
33_2017_241_4,73.83866317263715
33_2018_534_1,72.03546253816536
33_2018_534_2,70.20660903785625
33_2018_534_3,70.98199298813904
33_2018_534_4,70.79434210368402
33_2019_880_1,73.36911003725068
33_2019_880_2,71.90348406957605
33_2019_880_3,73.31180155082231
33_2019_880_4,74.37549851012368
33_2020_895_1,71.25419838256187
33_2020_895_2,71.4167490145395
33_2020_895_3,71.42087261399507
33_2020_895_4,70.24894480058052
33_2021_697_1,74.63014973743277
33_2021_697_2,75.43363350349917
33_2021_697_3,73.75702508604344
33_2021_697_4,73.3665978283579
33_2022_611_1,72.27618002235849
33_2022_611_2,71.99988596235602
33_2022_611_3,73.01427027175257
33_2022_611_4,71.86548217627235
33_2023_514_1,73.06825030090133
33_2023_514_2,72.23232570077906
33_2023_514_3,72.79059072723486
33_2023_514_4,70.82307616017172
33_2024_671_1,70.37747081084567
33_2024_671_2,70.16678798694856
33_2024_671_3,69.59188645484278
33_2024_671_4,69.28049387162349
33_2025_241_1,71.86557182099028
33_2025_241_2,71.45934012682312
33_2025_241_3,72.43404273266756
33_2025_241_4,72.0711830855101
34_2017_503_1,70.9999739979395
34_2017_503_2,71.79965612405802
34_2017_503_3,71.66992846933802
34_2017_503_4,70.47166550503684
34_2018_503_1,70.37839503151085
34_2018_503_2,70.57667849735425
34_2018_503_3,69.99180783879922
34_2018_503_4,69.74107530098718
34_2019_503_1,69.69550062011379
34_2019_503_2,69.97385020187798
34_2019_503_3,71.0184507605434
34_2019_503_4,70.78636913485926
34_2020_503_1,69.02653810655136
34_2020_503_2,69.37099742664924
34_2020_503_3,69.33068265855047
34_2020_503_4,69.12082621644439
34_2021_503_1,70.07774854505587
34_2021_503_2,68.98048284403585
34_2021_503_3,70.46386111399335
34_2021_503_4,70.28021017256293
34_2022_503_1,69.66660273439267
34_2022_503_2,68.77704877576932
34_2022_503_3,68.81920991694604
34_2022_503_4,69.70138840162645
34_2023_503_1,69.01035071415174
34_2023_503_2,67.93773910514327
34_2023_503_3,67.8859687419454
34_2023_503_4,67.50504604106087
34_2024_503_1,68.81121019140822
34_2024_503_2,68.17933358182
34_2024_503_3,67.04745421604022
34_2024_503_4,67.30128638878344
34_2025_503_1,68.87755020822718
34_2025_503_2,70.70652300804447
34_2025_503_3,68.01621990273506
34_2025_503_4,69.44952397176527
3_2017_510_1,72.22195322496927
3_2017_510_2,71.4532816245196
3_2017_510_3,70.8597953012637
3_2017_510_4,71.660457475462
3_2018_510_1,71.79236745305153
3_2018_510_2,70.92073298434825
3_2018_510_3,71.08925738440362
3_2018_510_4,71.38851915902313
3_2019_510_1,70.9916357502363
3_2019_510_2,71.19926597731092
3_2019_510_3,70.33739529679207
3_2019_510_4,72.42807715406988
3_2020_510_1,71.04443231068305
3_2020_510_2,70.91736847107856
3_2020_510_3,69.89670359677612
3_2020_510_4,71.3631105483131
3_2021_510_1,70.60925940843268
3_2021_510_2,69.37485913706413
3_2021_510_3,69.42853640606893
3_2021_510_4,69.45536134363165
3_2022_510_1,70.76025145008515
3_2022_510_2,70.12969957594908
3_2022_510_3,70.18127669404258
3_2022_510_4,70.48978525180561
3_2023_510_1,72.17843610190894
3_2023_510_2,70.36581126999586
3_2023_510_3,70.29732757984803
3_2023_510_4,70.00525834083415
3_2024_510_1,70.44944299860957
3_2024_510_2,68.845185773977
3_2024_510_3,69.67701098651207
3_2024_510_4,69.00401094708224
3_2025_510_1,70.27892835987839
3_2025_510_2,68.70119698539256
3_2025_510_3,69.2734578059899
3_2025_510_4,69.37341147636515
3_2026_510_1,70.12597108831793
3_2026_510_2,69.55906788844008
3_2026_510_3,69.40053974208402
3_2026_510_4,69.23036800470962
41_2017_770_1,72.71063798160617
41_2017_770_2,73.78645020151936
41_2017_770_3,75.37358519249045
41_2017_770_4,74.1675222276979
41_2018_770_1,74.019678893379
41_2018_770_2,72.46818376679713
41_2018_770_3,71.62068023133963
41_2018_770_4,72.79485732459955
41_2019_770_1,71.6352653813803
41_2019_770_2,71.77131459076404
41_2019_770_3,71.31785240425711
41_2019_770_4,71.22946979058196
41_2021_770_1,73.12542924608479
41_2021_770_2,72.98183913055333
41_2021_770_3,71.2923519028451
41_2021_770_4,70.90652171864662
41_2022_770_1,71.53820113554067
41_2022_770_2,71.7216082029613
41_2022_770_3,71.64889782341973
41_2022_770_4,71.1166915650441
41_2023_770_1,71.52709044641097
41_2023_770_2,71.42501573756589
41_2023_770_3,71.75854784213837
41_2023_770_4,70.89557452452361
41_2024_770_1,72.01671691639795
41_2024_770_2,72.36140703509132
41_2024_770_3,71.99409389280353
41_2024_770_4,70.2573510981754
41_2025_770_1,71.02195596803284
41_2025_770_2,70.32737606779718
41_2025_770_3,73.28457295020121
41_2025_770_4,74.20715913341729
457_2017_733_1,71.31767347527081
457_2017_733_2,71.45127789771233
457_2017_733_3,71.76254637991445
457_2017_733_4,70.7521193643113
457_2018_733_1,69.67544585083584
457_2018_733_2,69.66290532330882
457_2018_733_3,70.86631142279776
457_2018_733_4,69.9873625356814
457_2019_733_1,69.88676176681034
457_2019_733_2,71.36192701611142
457_2019_733_3,70.570221649708
457_2019_733_4,70.05859325032593
457_2020_733_1,71.56455485938753
457_2020_733_2,70.25199113882334
457_2020_733_3,68.92747677949265
457_2020_733_4,69.47278809138757
457_2021_733_1,69.4442855085162
457_2021_733_2,69.29815040078576
457_2021_733_3,69.27857441874136
457_2021_733_4,69.48850853968084
457_2022_733_1,68.84597263479392
457_2022_733_2,69.35142193846735
457_2022_733_3,68.64300864159688
457_2022_733_4,68.49080513697514
457_2024_919_1,71.20635189216958
457_2024_919_2,68.41693248994605
457_2024_919_3,68.35253428914203
457_2024_919_4,67.98567989543292
457_2025_919_1,68.28761745365432
457_2025_919_2,67.59898444429658
457_2025_919_3,68.10719676520316
