calendar_year,date,event_id,event_name,sg_categories,tour,traditional_stats
2004,2004-08-29,34,Buick Championship,yes,pga,basic
2004,2004-08-22,476,World Golf Championships-NEC Invitational,yes,pga,basic
2004,2004-08-15,33,PGA Championship,no,pga,no
2004,2004-07-18,100,The Open Championship,no,pga,no
2004,2004-07-11,30,John Deere Classic,yes,pga,basic
2004,2004-07-04,28,Cialis Western Open,yes,pga,basic
2004,2004-06-20,26,U.S. Open Championship,no,pga,no
2004,2004-06-13,27,Buick Classic,yes,pga,basic
2004,2004-06-06,23,the Memorial Tournament,yes,pga,basic
2004,2004-05-30,25,FedEx St. Jude Classic,yes,pga,basic
2004,2004-05-23,21,Bank of America Colonial,yes,pga,basic
2004,2004-05-16,19,EDS Byron Nelson Championship,partial,pga,basic
2004,2004-05-09,480,Wachovia Championship,yes,pga,basic
2004,2004-04-25,20,Shell Houston Open,yes,pga,basic
2004,2004-04-18,12,MCI Heritage,yes,pga,basic
2004,2004-04-11,14,Masters Tournament,no,pga,no
2004,2004-03-28,11,THE PLAYERS Championship,yes,pga,basic
2004,2004-03-21,9,Bay Hill Invitational Presented by MasterCard,yes,pga,basic
2004,2004-03-14,10,The Honda Classic,no,pga,no
2004,2004-02-22,7,Nissan Open,yes,pga,basic
2004,2004-02-15,4,Buick Invitational,partial,pga,basic
2004,2004-02-08,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2004,2004-02-01,3,FBR Open,yes,pga,basic
2004,2004-01-25,2,Bob Hope Chrysler Classic,partial,pga,basic
2004,2004-01-18,6,Sony Open in Hawaii,yes,pga,basic
2004,2004-01-11,16,Mercedes Championships,no,pga,no
2003,2003-08-17,33,PGA Championship,no,pga,no
2003,2003-07-20,100,The Open Championship,no,pga,no
2003,2003-06-15,26,U.S. Open Championship,no,pga,no
2003,2003-04-13,14,Masters Tournament,no,pga,no
2003,2003-03-30,11,THE PLAYERS Championship,no,pga,no
2002,2002-08-18,33,PGA Championship,no,pga,no
2002,2002-07-21,100,British Open Championship,no,pga,no
2002,2002-06-16,26,U.S. Open Championship,no,pga,no
2002,2002-04-14,14,Masters Tournament,no,pga,no
2002,2002-03-24,11,THE PLAYERS Championship,no,pga,no
2001,2001-08-19,33,PGA Championship,no,pga,no
2001,2001-07-22,100,British Open Championship,no,pga,no
2001,2001-06-17,26,U.S. Open Championship,no,pga,no
2001,2001-04-08,14,Masters Tournament,no,pga,no
2001,2001-03-25,11,THE PLAYERS Championship,no,pga,no
2000,2000-08-20,33,PGA Championship,no,pga,no
2000,2000-07-23,100,British Open Championship,no,pga,no
2000,2000-06-18,26,U.S. Open Championship,no,pga,no
2000,2000-04-09,14,Masters Tournament,no,pga,no
2000,2000-03-26,11,THE PLAYERS Championship,no,pga,no
1999,1999-08-15,33,PGA Championship,no,pga,no
1999,1999-07-18,100,British Open Championship,no,pga,no
1999,1999-06-20,26,U.S. Open Championship,no,pga,no
1999,1999-04-11,14,Masters Tournament,no,pga,no
1999,1999-03-28,11,THE PLAYERS Championship,no,pga,no
1998,1998-08-16,33,PGA Championship,no,pga,no
1998,1998-07-19,100,British Open Championship,no,pga,no
1998,1998-06-21,26,U.S. Open Championship,no,pga,no
1998,1998-04-12,14,Masters Tournament,no,pga,no
1998,1998-03-29,11,THE PLAYERS Championship,no,pga,no
1997,1997-08-17,33,PGA Championship,no,pga,no
1997,1997-07-20,100,British Open Championship,no,pga,no
1997,1997-06-15,26,U.S. Open Championship,no,pga,no
1997,1997-04-13,14,Masters Tournament,no,pga,no
1997,1997-03-30,11,THE PLAYERS Championship,no,pga,no
1996,1996-08-11,33,PGA Championship,no,pga,no
1996,1996-07-21,100,British Open Championship,no,pga,no
1996,1996-06-16,26,U.S. Open Championship,no,pga,no
1996,1996-04-14,14,Masters Tournament,no,pga,no
1996,1996-03-31,11,THE PLAYERS Championship,no,pga,no
1995,1995-08-13,33,PGA Championship,no,pga,no
1995,1995-07-23,100,British Open Championship,no,pga,no
1995,1995-06-18,26,U.S. Open Championship,no,pga,no
1995,1995-04-09,14,Masters Tournament,no,pga,no
1995,1995-03-26,11,THE PLAYERS Championship,no,pga,no
1994,1994-08-14,33,PGA Championship,no,pga,no
1994,1994-07-17,100,Open Championship,no,pga,no
1994,1994-06-19,26,U.S. Open Championship,no,pga,no
1994,1994-04-10,14,Masters Tournament,no,pga,no
1994,1994-03-27,11,THE PLAYERS Championship,no,pga,no
1993,1993-08-15,33,PGA Championship,no,pga,no
1993,1993-07-18,100,Open Championship,no,pga,no
1993,1993-06-20,26,U.S. Open Championship,no,pga,no
1993,1993-04-11,14,Masters Tournament,no,pga,no
1993,1993-03-28,11,THE PLAYERS Championship,no,pga,no
1992,1992-08-16,33,PGA Championship,no,pga,no
1992,1992-07-19,100,Open Championship,no,pga,no
1992,1992-06-21,26,U.S. Open Championship,no,pga,no
1992,1992-04-12,14,Masters Tournament,no,pga,no
1992,1992-03-29,11,THE PLAYERS Championship,no,pga,no
1991,1991-08-11,33,PGA Championship,no,pga,no
1991,1991-07-21,100,Open Championship,no,pga,no
1991,1991-06-16,26,U.S. Open Championship,no,pga,no
1991,1991-04-14,14,Masters Tournament,no,pga,no
1991,1991-03-31,11,THE PLAYERS Championship,no,pga,no
1990,1990-08-12,33,PGA Championship,no,pga,no
1990,1990-07-22,100,Open Championship,no,pga,no
1990,1990-06-17,26,U.S. Open,no,pga,no
1990,1990-04-08,14,Masters Tournament,no,pga,no
1990,1990-03-18,11,THE PLAYERS Championship,no,pga,no
1989,1989-08-13,33,PGA Championship,no,pga,no
1989,1989-07-23,100,Open Championship,no,pga,no
1989,1989-06-18,26,U.S. Open Championship,no,pga,no
1989,1989-04-09,14,Masters Tournament,no,pga,no
1989,1989-03-19,11,THE PLAYERS Championship,no,pga,no
1988,1988-08-14,33,PGA Championship,no,pga,no
1988,1988-07-17,100,Open Championship,no,pga,no
1988,1988-06-19,26,U.S. Open,no,pga,no
1988,1988-04-10,14,Masters Tournament,no,pga,no
1988,1988-03-27,11,THE PLAYERS Championship,no,pga,no
1987,1987-08-09,33,PGA Championship,no,pga,no
1987,1987-07-19,100,Open Championship,no,pga,no
1987,1987-06-19,26,U.S. Open,no,pga,no
1987,1987-04-12,14,Masters Tournament,no,pga,no
1987,1987-03-29,11,Tournament Players Championship,no,pga,no
1986,1986-08-10,33,PGA Championship,no,pga,no
1986,1986-07-20,100,Open Championship,no,pga,no
1986,1986-06-15,26,U.S. Open,no,pga,no
1986,1986-04-13,14,Masters Tournament,no,pga,no
1986,1986-03-30,11,Tournament Players Championship,no,pga,no
1985,1985-08-11,33,PGA Championship,no,pga,no
1985,1985-07-21,100,Open Championship,no,pga,no
1985,1985-06-16,26,U.S. Open,no,pga,no
1985,1985-04-14,14,Masters Tournament,no,pga,no
1985,1985-03-31,11,Tournament Players Championship,no,pga,no
1984,1984-08-19,33,PGA Championship,no,pga,no
1984,1984-07-22,100,Open Championship,no,pga,no
1984,1984-06-17,26,U.S. Open Championship,no,pga,no
1984,1984-04-15,14,Masters Tournament,no,pga,no
1984,1984-04-01,11,Tournament Players Championship,no,pga,no
1983,1983-08-07,33,PGA Championship,no,pga,no
1983,1983-07-17,100,Open Championship,no,pga,no
1983,1983-06-16,26,U.S. Open Championship,no,pga,no
1983,1983-04-11,14,Masters Tournament,no,pga,no
1983,1983-03-27,11,Tournament Players Championship,no,pga,no
